Sphere1_X,Sphere1_Y,Sphere1_Z,Sphere2_X,Sphere2_Y,Sphere2_Z,Sphere3_X,Sphere3_Y,Sphere3_Z,Sphere4_X,Sphere4_Y,Sphere4_Z,Sphere5_X,Sphere5_Y,Sphere5_Z,Sphere6_X,Sphere6_Y,Sphere6_Z,Sphere7_X,Sphere7_Y,Sphere7_Z,Sphere8_X,Sphere8_Y,Sphere8_Z,Sphere9_X,Sphere9_Y,Sphere9_Z,Sphere10_X,Sphere10_Y,Sphere10_Z,Sphere11_X,Sphere11_Y,Sphere11_Z,Sphere12_X,Sphere12_Y,Sphere12_Z,Sphere13_X,Sphere13_Y,Sphere13_Z,Sphere14_X,Sphere14_Y,Sphere14_Z,time
-0.596098245379445,0.174739530003226,1.60859207959282,-0.409835465571456,0.242772014357316,1.33077415438064,-0.517609598358915,0.375824194674044,1.47313333113086,-0.415814691359136,0.0650905177353079,1.44513771792507,-0.589383923089672,0.441777138770158,1.35632156542057,-0.464185824788674,0.00324922643427562,1.31482186595449,-0.661158247820429,0.507730082866272,1.23950979971028,-0.512556958218213,-0.0585920648667567,1.18450601398391,-0.759065113044576,0.423629486361405,1.13485794901418,-0.629424775587044,0.00666147942540116,1.08604504371969,-0.849488635200023,0.344237644174616,1.00781263087196,-0.769834837984748,0.0704149176471483,1.00506258587636,-0.467291053500454,0.21723001512195,1.51744205231715,-0.374992222429888,0.257961453993592,1.16053812009166,41.665833
-0.591525825478289,0.174434114970244,1.60975645187509,-0.407185041774745,0.244270135849758,1.33102720257123,-0.515409475417824,0.376782029325926,1.47344869231501,-0.411067877574938,0.0668272959849463,1.44578969830057,-0.586183196398853,0.442091143783336,1.35566867227279,-0.458825020286246,0.00452932361797369,1.31546490751665,-0.656956917379881,0.507400258240747,1.23788865223058,-0.506582162997553,-0.0577686487489989,1.18514011673273,-0.756622521637333,0.422613639650465,1.13547443895607,-0.624607963289896,0.00639130748109318,1.08734397710279,-0.850425878772617,0.34363475562541,1.01061115196874,-0.766126735767605,0.0687116849130376,1.00721377368105,-0.463751070000179,0.218641412166851,1.51795489383609,-0.373075032731,0.259460005370122,1.16064253700519,41.67
-0.586843290077466,0.174130779210863,1.61092970306405,-0.404489379844371,0.245747063399658,1.33127658073782,-0.513122324278872,0.377720431125794,1.47377637834963,-0.406253759105934,0.0685589703087701,1.44644232202443,-0.582902159196387,0.442391941853168,1.35505526197609,-0.453393574135538,0.00581389732673475,1.31610726615185,-0.652681994113901,0.507063452580542,1.23633414560254,-0.500533389165142,-0.0569311756553006,1.18577221027926,-0.754098181375153,0.421592694531202,1.13623329183758,-0.619729272691733,0.00610311126999467,1.0886655963606,-0.851360986526161,0.343047373108956,1.01374355414665,-0.762365042229835,0.0669474783514827,1.00942385505024,-0.460135980833701,0.220035256468677,1.51846884514695,-0.371132667308801,0.260934362039285,1.16074233930396,41.674167
-0.582070966380942,0.17382342443082,1.6120855742751,-0.40174072058171,0.247197952501057,1.33151867719351,-0.510751059114545,0.378636237575942,1.47409959991776,-0.401377966335953,0.0702835163806775,1.44707386701546,-0.579536006542426,0.44268824887031,1.35446555798008,-0.447886104280364,0.007103820812759,1.31672183478449,-0.648320953970307,0.506740260164678,1.2348315160424,-0.494394242224775,-0.0560758747551595,1.18636980255352,-0.751462743934025,0.420588409663697,1.13710585788166,-0.614762463787232,0.00579987896013579,1.08996670724704,-0.852241340280371,0.342505784207196,1.01717770704183,-0.758515134873427,0.0651269346261288,1.01164046632054,-0.456454388199681,0.221407306965134,1.51897513793762,-0.369144260410824,0.262378211529053,1.16083656889429,41.678334
-0.577227763556269,0.173493097435664,1.61320915540121,-0.398929190343517,0.248609394100566,1.3317547938233,-0.508300270493389,0.37951546461348,1.47440684802473,-0.396452311412433,0.0719843412028498,1.44767915623827,-0.576090147859152,0.44297083461182,1.35389012022745,-0.442304422540384,0.00839037113747883,1.31729616651074,-0.643880025224914,0.50642620461016,1.23337339243017,-0.488156533668335,-0.0552035989278922,1.1869131767832,-0.74871477964434,0.419585671324766,1.13808923588176,-0.609689809716585,0.00548113833145571,1.09121730476482,-0.853062283347537,0.34200496596058,1.02092397242167,-0.754551224314393,0.0632492798833344,1.01382207747019,-0.452718597920359,0.222741613959973,1.51946815143706,-0.367084849572668,0.263779517816727,1.16092958195141,41.682501
-0.572289484349813,0.173123448578205,1.61430677269298,-0.396031572255204,0.249960724394043,1.33198995668719,-0.50573757066591,0.380344547220815,1.47472200358625,-0.39145764002896,0.0736442152432488,1.44825285126322,-0.572540179756812,0.443218669503619,1.3533523644681,-0.436626997962407,0.00966282905085798,1.31782108956908,-0.639342788847715,0.506092791786423,1.23198272534994,-0.481796355895855,-0.0543185571415329,1.18738932787494,-0.745817497234839,0.418543408246282,1.13919847905655,-0.604488650576629,0.00514083665801202,1.09240587795038,-0.853741729766019,0.341485473256832,1.02499250814887,-0.750449394039937,0.061303613990703,1.01595194879977,-0.448904168885093,0.224021634116071,1.51995399432346,-0.364932241178898,0.265118313567259,1.1610261485463,41.686668
-0.567299031116104,0.172688773713539,1.61536078468682,-0.393059134168868,0.251235175277779,1.33222885882994,-0.503097256001548,0.381101051009226,1.47503033615799,-0.386420872050613,0.0752412420348334,1.44880668307382,-0.568906885578144,0.443428609959385,1.35283908776367,-0.430859481991285,0.0109121214414791,1.31829496971413,-0.63471651515474,0.505756168909544,1.23064783936935,-0.475298091931956,-0.0534169991518753,1.18778325635444,-0.742743441584097,0.417469672658618,1.14039069455203,-0.599123565872505,0.0047923352193821,1.09349858188362,-0.85418890546987,0.340928249921139,1.02931463947428,-0.746156748839181,0.0593122367279613,1.01797099447584,-0.445043261662484,0.225226685143898,1.52043117471024,-0.362681292441581,0.266379363115203,1.16113392631709,41.690835
-0.562285251166126,0.172192940787449,1.61637514739106,-0.390032498501404,0.252432132138128,1.33247759244946,-0.500397311530914,0.381793108504563,1.47533461267692,-0.381361736539546,0.076777744321403,1.44936224141313,-0.565218868592934,0.4436101169858,1.35235836970153,-0.42501661830007,0.0121416876136999,1.31873772378489,-0.630040425654953,0.505427125467038,1.22938212672614,-0.468671500060594,-0.0524943690940032,1.18811320615666,-0.739540749923577,0.416402417249007,1.14166123550646,-0.593603417537661,0.00443830333930983,1.09451106275322,-0.854431188381493,0.340372099828555,1.03387182899404,-0.741678762895862,0.0572766744076688,1.01988583375147,-0.44116337854562,0.22636213718682,1.52090519534461,-0.360347645537324,0.267558513490311,1.16125924484959,41.695002
-0.557265400981081,0.171637410789733,1.61736153791754,-0.386978227286235,0.253553906695889,1.3327407481769,-0.497660056875239,0.382424727571376,1.47564065933468,-0.376315869764801,0.0782585395145124,1.44989491835495,-0.561481973790917,0.443774940160327,1.35191011552938,-0.419141975487918,0.0133558834334377,1.31912832080011,-0.625303890706594,0.505125152749279,1.22817957172408,-0.461968081211035,-0.0515467726476371,1.18836172324527,-0.736172729956269,0.415331303064552,1.14299835614905,-0.587977846870011,0.0040892031410675,1.09542706016834,-0.854391712365445,0.339769575767845,1.03864274649089,-0.737063171003461,0.0552105993580896,1.02167867888601,-0.437286019172083,0.227431474316179,1.52138269720876,-0.357961821864281,0.268658138653259,1.16140566119103,41.699169
-0.552326170346291,0.17102844964748,1.61829652474808,-0.383944599239904,0.254611297430718,1.33301883778764,-0.494968064832678,0.382998639577588,1.47593767980951,-0.371351066358955,0.0796903695304081,1.45041621772257,-0.557775251717633,0.443925938906954,1.35148104235741,-0.413283392219791,0.0145717530130272,1.31946745306776,-0.620582438602589,0.504853238236321,1.2270244049053,-0.455215718080627,-0.0505468635043538,1.18851868841296,-0.732719063473387,0.414269083771622,1.14437718615527,-0.582262785450692,0.00377783254905276,1.09622272687625,-0.854121694683368,0.339144942370004,1.04356726215809,-0.732314463364338,0.0531538634074614,1.02330574461233,-0.433485072208119,0.228444460930686,1.52185775302527,-0.355554236840655,0.269691538260555,1.16157658875849,41.703336
